Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,zircocam-straight-anatomic-abutment,,,,,,,,ZAA-SV-RP30,,,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ZAA-SV-RP30,,,New,TRUE,,,,,
Zircotec Angled Anatomic Abutment — 15°,zircotec-angled-anatomic-abutment-15,"<p>Zircotec Angled Anatomic Abutment — 15° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Zirconia Components,"zircotec,zirconia,angled,anatomic,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,ZAAU-SV-RP15,,Title,Default Title,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Zircotec Angled Anatomic Abutment — 15° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Zircotec Angled Anatomic Abutment — 15° | NOVA Implants USA,Shop Zircotec Angled Anatomic Abutment — 15° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,ZAAU-SV-RP15,,,New,TRUE,,,,,
Zircocam Angled Anatomic Abutment — 15°,zircocam-angled-anatomic-abutment-15,"<p>Zircocam Angled Anatomic Abutment — 15° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Zirconia Components,"zircocam,zirconia,angled,anatomic,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,ZAA-SV-RP1510,,Variant,H 1 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Zircocam Angled Anatomic Abutment — 15° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Zircocam Angled Anatomic Abutment — 15° | NOVA Implants USA,Shop Zircocam Angled Anatomic Abutment — 15° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,ZAA-SV-RP1510,,,New,TRUE,,,,,
,zircocam-angled-anatomic-abutment-15,,,,,,,,ZAA-SV-RP1520,,,H 2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ZAA-SV-RP1520,,,New,TRUE,,,,,
,zircocam-angled-anatomic-abutment-15,,,,,,,,ZAA-SV-RP1530,,,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ZAA-SV-RP1530,,,New,TRUE,,,,,
Zircocam Angled Anatomic Abutment — 25°,zircocam-angled-anatomic-abutment-25,"<p>Zircocam Angled Anatomic Abutment — 25° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Zirconia Components,"zircocam,zirconia,angled,anatomic,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,ZAA-SV-RP2510,,Variant,H 1 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Zircocam Angled Anatomic Abutment — 25° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Zircocam Angled Anatomic Abutment — 25° | NOVA Implants USA,Shop Zircocam Angled Anatomic Abutment — 25° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,ZAA-SV-RP2510,,,New,TRUE,,,,,
,zircocam-angled-anatomic-abutment-25,,,,,,,,ZAA-SV-RP2520,,,H 2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ZAA-SV-RP2520,,,New,TRUE,,,,,
,zircocam-angled-anatomic-abutment-25,,,,,,,,ZAA-SV-RP2530,,,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ZAA-SV-RP2530,,,New,TRUE,,,,,
Ball Attachment Components,ball-attachment-components,"<p>Ball Attachment Components variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Multi-Unit Solutions,"ball-attachment,components,overdenture,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,SIL-0001,,Variant,Transparent insert,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,1,Ball Attachment Components — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,FALSE,Ball Attachment Components | NOVA Implants USA,Shop Ball Attachment Components from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,SIL-0001,,,New,TRUE,,,,,
,ball-attachment-components,,,,,,,,SIL-0002,,,Pink insert,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,SIL-0002,,,New,TRUE,,,,,
,ball-attachment-components,,,,,,,,HUS-0000,,,Metal housing,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,HUS-0000,,,New,TRUE,,,,,
Titanium Base,titanium-base,"<p>Titanium Base variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Casting Components,"titanium-base,digital,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,ABZ-SV-RPTI,,Variant,Engaging · H 0.5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Titanium Base — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Titanium Base | NOVA Implants USA,Shop Titanium Base from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,ABZ-SV-RPTI,,,New,TRUE,,,,,
,titanium-base,,,,,,,,ABZ-SV-RPTIR,,,Non-engaging · H 0.5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ABZ-SV-RPTIR,,,New,TRUE,,,,,
Titanium Base — Sirona CEREC Compatible,titanium-base-sirona-cerec,"<p>Titanium Base — Sirona CEREC Compatible variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Casting Components,"titanium-base,sirona-cerec,digital,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,TBC-SV-RP05,,Variant,Engaging · H 0.8 mm · Ø 4.5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Titanium Base — Sirona CEREC Compatible — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Titanium Base — Sirona CEREC Compatible | NOVA Implants USA,Shop Titanium Base — Sirona CEREC Compatible from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,TBC-SV-RP05,,,New,TRUE,,,,,
,titanium-base-sirona-cerec,,,,,,,,TBC-SV-RP05R,,,Non-engaging · H 0.8 mm · Ø 4.5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,TBC-SV-RP05R,,,New,TRUE,,,,,
PEEK Scan Body,peek-scan-body,"<p>PEEK Scan Body variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Casting Components,"peek,scan-body,digital,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,SB-SV-RP,,Variant,Internal hex,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,PEEK Scan Body — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,PEEK Scan Body | NOVA Implants USA,Shop PEEK Scan Body from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,SB-SV-RP,,,New,TRUE,,,,,
,peek-scan-body,,,,,,,,SB-TBC,,,Sirona CEREC compatible,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,SB-TBC,,,New,TRUE,,,,,
Pre-Milled Titanium Blank,pre-milled-titanium-blank,"<p>Pre-Milled Titanium Blank variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Casting Components,"pre-milled,titanium-blank,cad-cam,digital,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,PMAM-SV-RP,,Variant,Arum compatible,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Pre-Milled Titanium Blank — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Pre-Milled Titanium Blank | NOVA Implants USA,Shop Pre-Milled Titanium Blank from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,PMAM-SV-RP,,,New,TRUE,,,,,
,pre-milled-titanium-blank,,,,,,,,PMMX-SV-RP,,,Manix / MegaGen (ZX 4SA) compatible,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,PMMX-SV-RP,,,New,TRUE,,,,,
,pre-milled-titanium-blank,,,,,,,,PMAG-SV-RP,,,Amann Girrbach compatible,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,PMAG-SV-RP,,,New,TRUE,,,,,
,pre-milled-titanium-blank,,,,,,,,PMZZ-SV-RP,,,Zirkonzahn compatible,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,PMZZ-SV-RP,,,New,TRUE,,,,,
Abutment Gauge Kit,abutment-gauge-kit,"<p>Abutment Gauge Kit variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Casting Components,"abutment-gauge,kit,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,AG-SV-RPK,,Title,Default Title,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Abutment Gauge Kit — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Abutment Gauge Kit | NOVA Implants USA,Shop Abutment Gauge Kit from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,AG-SV-RPK,,,New,TRUE,,,,,
Abutment Gauge,abutment-gauge,"<p>Abutment Gauge variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Casting Components,"abutment-gauge,digital,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,AG-SV-RP00,,Variant,Straight · H 1–5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Abutment Gauge — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Abutment Gauge | NOVA Implants USA,Shop Abutment Gauge from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,AG-SV-RP00,,,New,TRUE,,,,,
,abutment-gauge,,,,,,,,AG-SV-RP1700,,,17° · H 1–5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,AG-SV-RP1700,,,New,TRUE,,,,,
,abutment-gauge,,,,,,,,AG-SV-RP3000,,,30° · H 1–5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,AG-SV-RP3000,,,New,TRUE,,,,,
Nova Surgical Kit Components,nova-surgical-kit-components,"<p>Nova Surgical Kit Components variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Catalog review note:</strong> The catalog also lists a drill extension without a catalog number; that item is excluded pending identification.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Surgical Instruments,"surgical,kit-components,drills,drivers,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,DR-5019,,Variant,Round bur Ø 1.9 mm · without irrigation,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-surgical-driver.webp,1,Nova Surgical Kit Components — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-surgical-driver.webp,FALSE,Nova Surgical Kit Components | NOVA Implants USA,Shop Nova Surgical Kit Components from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,DR-5019,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,DR-5020,,,Pilot drill Ø 2.0 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,DR-5020,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,DR-5028,,,Drill Ø 2.8 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,DR-5028,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,DR-5032,,,Drill Ø 3.2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,DR-5032,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,DR-5038,,,Drill Ø 3.8 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,DR-5038,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,DR-5042,,,Drill Ø 4.2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,DR-5042,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,DR-5048,,,Drill Ø 4.8 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,DR-5048,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,GP-1020,,,Guide pin 10 mm × 2,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,GP-1020,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,GP-1320,,,Guide pin 13 mm × 2,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,GP-1320,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,HD-2507,,,Hex driver 1.25 · L 7 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,HD-2507,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,HD-2510,,,Hex driver 1.25 · L 10 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,HD-2510,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,HD-4207,,,Hex driver 2.42 · L 7 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,HD-4207,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,HD-4215,,,Hex driver 2.42 · L 15 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,HD-4215,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,MG-4228,,,Motor mount 2.42 hex · L 28 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MG-4228,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,MG-2522,,,Motor mount 1.25 hex · L 22 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MG-2522,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,MG-2528,,,Motor mount 2.42 hex · L 20 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MG-2528,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,RC-2030,,,Ratchet,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,RC-2030,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,RC-2050,,,Torque ratchet,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,RC-2050,,,New,TRUE,,,,,
,nova-surgical-kit-components,,,,,,,,MC-0001,,,Metal container,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MC-0001,,,New,TRUE,,,,,
PSI Implant System,psi-implant-system,"<p>Tapered, self-tapping Ti-6Al-4V ELI dental implant family with an internal-hex connection and Nova Active Surface treatment. Select the exact diameter and length using the catalog number.</p><p><strong>Professional use only.</strong> Confirm labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Dental Implants,"professional-use, internal-hex, catalog-2024,nova-usa,expanded-catalog",TRUE,Active,PSI-3.3-L8,,Diameter,3.3 mm,,Length,8 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-product-psi.webp,1,PSI Implant System — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-product-psi.webp,FALSE,PSI Implant System | NOVA Implants USA,Shop PSI Implant System from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-3.3-L10,,,3.3 mm,,,10 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-3.3-L11.5,,,3.3 mm,,,11.5 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-3.3-L13,,,3.3 mm,,,13 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-3.3-L16,,,3.3 mm,,,16 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-3.75-L8,,,3.75 mm,,,8 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-3.75-L10,,,3.75 mm,,,10 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-3.75-L11.5,,,3.75 mm,,,11.5 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-3.75-L13,,,3.75 mm,,,13 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-3.75-L16,,,3.75 mm,,,16 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-4.2-L6,,,4.2 mm,,,6 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-4.2-L8,,,4.2 mm,,,8 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-4.2-L10,,,4.2 mm,,,10 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-4.2-L11.5,,,4.2 mm,,,11.5 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-4.2-L13,,,4.2 mm,,,13 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-4.2-L16,,,4.2 mm,,,16 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-5-L6,,,5.0 mm,,,6 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-5-L8,,,5.0 mm,,,8 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-5-L10,,,5.0 mm,,,10 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-5-L11.5,,,5.0 mm,,,11.5 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-5-L13,,,5.0 mm,,,13 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-5-L16,,,5.0 mm,,,16 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-6-L6,,,6.0 mm,,,6 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-6-L8,,,6.0 mm,,,8 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-6-L10,,,6.0 mm,,,10 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-6-L11.6,,,6.0 mm,,,11.5 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-6-L13,,,6.0 mm,,,13 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
,psi-implant-system,,,,,,,,PSI-6-L16,,,6.0 mm,,,16 mm,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,,,,New,TRUE,,,,,
